year,actual,forecast,percentage_change,energy_type
2022,3.761,478.6961889834192,12627.896543031618,renewables_consumption
2022,572.144777879175,471.15979076161636,-17.65025060473147,renewables_consumption
2022,572.144777879175,478.6699732719847,-16.337613873481896,renewables_consumption
2022,6.254,42.3769494790436,577.5975292459802,solar_consumption
2022,2.167,41.56716063799971,1818.1892311028942,solar_consumption
2022,0.546,41.23866253228886,7452.8685956573,solar_consumption
2022,1.74,41.066749142371734,2260.1579966880304,solar_consumption
2022,4.42,41.11776104517977,830.2660869950173,solar_consumption
2022,70.318,41.140461248446634,-41.4936982729221,solar_consumption
2022,266.965,41.16042341630972,-84.58209000568998,solar_consumption
2022,18.494,41.17877568581416,122.66019079601038,solar_consumption
2022,68.75,41.19682443041949,-40.0773462830262,solar_consumption
2022,2.642,41.214270998980865,1459.9648372059373,solar_consumption
2022,1.905,41.23113753301972,2064.364174961665,solar_consumption
2022,21.547749092462094,41.24743911784182,91.42342404697453,solar_consumption
2022,0.781,41.26319715996441,5183.379918049221,solar_consumption
2022,248.09,41.278429600433746,-83.36151009696732,solar_consumption
2022,27.832,41.29315397852199,48.36574438963061,solar_consumption
2022,0.136,41.30738722456873,30273.07884159465,solar_consumption
2022,12.721,41.32114572292761,224.82623789739495,solar_consumption
2022,1115.113,41.33444530867206,-96.2932505218151,solar_consumption
2022,0.018,41.34730128883748,229607.22938243044,solar_consumption
2022,21.547749092462094,41.359728459793004,91.94454270985364,solar_consumption
2022,18.135,41.37174112440442,128.13201612574812,solar_consumption
2022,0.48,41.383353108465734,8521.53189759703,solar_consumption
2022,1.715,41.39457777661422,2313.678004467301,solar_consumption
2022,3.815,41.40542804771158,985.3323210409327,solar_consumption
2022,21.547749092462094,41.41591640971291,92.20530289264028,solar_consumption
